name,name_lc,name_lc_metaphone,name_lc_arpabet
Akkineni Nageswara Rao,akkineni nageswara rao,AKNN NJSWR R,AE2KIH0NIY1NIY0 NAA0GEH0SWAA1RAH0 RAW1
Aksel Lund Svindal,aksel lund svindal,AKSL LNT SFNTL,AE1KSAH0L LAH1ND SVIH1NDAH0L
Al B. Sure!,al b. sure!,AL B SR,AE1L BIY1 . SHUH1R !
Al Bano Carrisi,al bano carrisi,AL BN KRS,AE1L BAA1NOW0 KAA0RIY1SIY0
Al Di Meola,al di meola,AL T ML,AE1L DIY1 MIY0AA1LAH0
Al St. John,al st. john,AL ST JN,AE1L STRIY1T . JHAA1N
Alaa Al Aswany,alaa al aswany,AL AL ASWN,AH0LAA1AH0 AE1L AH0SWAA1NIY0
Alain LeRoy Locke,alain leroy locke,ALN LR LK,AH0LEY1N LIY1ROY2 LAA1K
Alain de Benoist,alain de benoist,ALN T BNST,AH0LEY1N DIY1 BAH0NOY1ST
Alain de Botton,alain de botton,ALN T BTN,AH0LEY1N DIY1 BAA1TAH0N
Alain de Cadenet,alain de cadenet,ALN T KTNT,AH0LEY1N DIY1 KAE2DAH0NIY1T
Alaina Reed Hall,alaina reed hall,ALN RT HL,AA0LEY0IY1NAH0 RIY1D HHAO1L
Alan Dean Foster,alan dean foster,ALN TN FSTR,AE1LAH0N DIY1N FAA1STER0
Alan G. Hevesi,alan g. hevesi,ALN K HFS,AE1LAH0N JHIY1 . HHAH0VIY1SIY0
Alan G. Poindexter,alan g. poindexter,ALN K PNTKSTR,AE1LAH0N JHIY1 . POY1NDEH2KSTER0
Alan J. Heeger,alan j. heeger,ALN J HJR,AE1LAH0N JHEY1 . HHIY1GER0
Alan J. Pakula,alan j. pakula,ALN J PKL,AE1LAH0N JHEY1 . PAH0KUW1LAH0
Alan Jay Lerner,alan jay lerner,ALN J LRNR,AE1LAH0N JHEY1 LER1NER0
Alan Le May,alan le may,ALN L M,AE1LAH0N LAH0 MEY1
Alan Peter Cayetano,alan peter cayetano,ALN PTR KYTN,AE1LAH0N PIY1TER0 KEH2TIY0AA1NOW0
Alan S. Kaufman,alan s. kaufman,ALN S KFMN,AE1LAH0N EH1S . KAO1FMAH0N
Alan W. Livingston,alan w. livingston,ALN LFNKSTN,AE1LAH0N DAH1BAH0LYUW0 . LIH1VIH0NGSTAH0N
Alan van Sprang,alan van sprang,ALN FN SPRNK,AE1LAH0N VAE1N SPRAE1NG
Alana de la Garza,alana de la garza,ALN T L KRS,AA0LAE1NAH0 DIY1 LAA1 GAA1RZAH0
Albert B. Fall,albert b. fall,ALBRT B FL,AE1LBER0T BIY1 . FAO1L
Albert Chen Hung-yee,albert chen hung-yee,ALBRT XN HNKY,AE1LBER0T CHEH1N HHAH1NGGIY0
Albert Coady Wedemeyer,albert coady wedemeyer,ALBRT KT WTMYR,AE1LBER0T KOW1DIY0 WEH1DIH0MAY2ER0
Albert E. Brumley,albert e. brumley,ALBRT E BRML,AE1LBER0T IY1 . BRAH1MLIY0
Albert Francis Capone,albert francis capone,ALBRT FRNSS KPN,AE1LBER0T FRAE1NSAH0S KAH0POW1N
Albert François Lebrun,albert françois lebrun,ALBRT FRNKS LBRN,AE1LBER0T FRAA0NSWAA1 LEH1BRAH0N
Albert J. Dunlap,albert j. dunlap,ALBRT J TNLP,AE1LBER0T JHEY1 . DAH1NLAE0P
Albert Leo Schlageter,albert leo schlageter,ALBRT L SXLJTR,AE1LBER0T LIY1OW0 SHLAE1GIY0TER0
Albert O. Hirschman,albert o. hirschman,ALBRT O HRSXMN,AE1LBER0T OW1 . HHER1SHMAH0N
Albert Payson Terhune,albert payson terhune,ALBRT PSN TRHN,AE1LBER0T PEY1ZAH0N TER0HHYUW1N
Albert R. Broccoli,albert r. broccoli,ALBRT R BRKKL,AE1LBER0T AA1R . BRAA1KAH0LIY0
Albert S. Humphrey,albert s. humphrey,ALBRT S HMFR,AE1LBER0T EH1S . HHAH1MFRIY0
Albert S. Ruddy,albert s. ruddy,ALBRT S RT,AE1LBER0T EH1S . RAH1DIY0
Albert Scott Crossfield,albert scott crossfield,ALBRT SKT KRSFLT,AE1LBER0T SKAA1T KRAO1SFIY2LD
Alberta Williams King,alberta williams king,ALBRT WLMS KNK,AE0LBER1TAH0 WIH1LYAH0MZ KIH1NG
Alberto Del Rio,alberto del rio,ALBRT TL R,AE0LBER1TOW0 DEH1L RIY1OW0
Alberto Quintero Medina,alberto quintero medina,ALBRT KNTR MTN,AE0LBER1TOW0 KWIY0NTEH1ROW0 MAH0DAY1NAH0
Alberto Undiano Mallenco,alberto undiano mallenco,ALBRT UNTN MLNK,AE0LBER1TOW0 YUW0NDIY0AA1NOW0 MAH0LEH1NKOW0
Alberto de la Bella,alberto de la bella,ALBRT T L BL,AE0LBER1TOW0 DIY1 LAA1 BEH1LAH0
Albrecht Mertz von Quirnheim,albrecht mertz von quirnheim,ALBRXT MRTS FN KRNHM,AO1LBREH2KT MER1TS VAO1N KWER1NHHAY2M
Alcide De Gasperi,alcide de gasperi,ALST T KSPR,AE1LSAY2D DIY1 GAA0SPEH1RIY0
Aldo da Rosa,aldo da rosa,ALT T RS,AA1LDOW0 DAA1 ROW1ZAH0
Alec John Such,alec john such,ALK JN SX,AE1LIH0K JHAA1N SAH1CH
Alec N. Wildenstein,alec n. wildenstein,ALK N WLTNSTN,AE1LIH0K EH1N . WAY1LDAH0NSTAY2N
Aled Haydn Jones,aled haydn jones,ALT HTN JNS,EY1LD HHAY1DAH0N JHOW1NZ
Alejandro Castro Espín,alejandro castro espín,ALJNTR KSTR ESPN,AA0LEY0YAA1NDROW0 KAE1STROW0 EH1SPIH0N
Alejandro Darío Gómez,alejandro darío gómez,ALJNTR TR KMS,AA0LEY0YAA1NDROW0 DEH1RIY0OW2 GOW1MEH0Z
Alejandro De Aza,alejandro de aza,ALJNTR T AS,AA0LEY0YAA1NDROW0 DIY1 AE1ZAH0
Alejandro González Iñárritu,alejandro gonzález iñárritu,ALJNTR KNSLS INRT,AA0LEY0YAA1NDROW0 GAA0NZAA1LAH0Z IH0NAA1RIH0TUW0
Alejandro Santo Domingo,alejandro santo domingo,ALJNTR SNT TMNK,AA0LEY0YAA1NDROW0 SAE1NTOW0 DOW0MIH1NGGOW0
Aleksandr Mikhailovich Orlov,aleksandr mikhailovich orlov,ALKSNTR MKHLFX ORLF,AE2LAH0GZAE1NDER0 MIH0KLEY1VIH0KIH0L AO1RLOW0
Aleksey Nikolayevich Tolstoy,aleksey nikolayevich tolstoy,ALKS NKLYFX TLST,AH0LEH1KSIY0 NIH2KOW0LIY0AE1VIH0CH TOW1LSTOY2
Alessandra De Rossi,alessandra de rossi,ALSNTR T RS,AE2LEH0SAE1NDRAH0 DIY1 RAO1SIY0
Alessandro Del Piero,alessandro del piero,ALSNTR TL PR,AA0LEY0ZAA1NDROW0 DEH1L PIY1ROW0
Alex D. Linz,alex d. linz,ALKS T LNS,AE1LAH0KS DIY1 . LIH1NZ
Alex Faickney Osborn,alex faickney osborn,ALKS FKN OSBRN,AE1LAH0KS FEY1KNIY0 AO1ZBAO2RN
Alex Hua Tian,alex hua tian,ALKS H XN,AE1LAH0KS HHUW1AH0 TYAA1N
Alex Raphael Meschini,alex raphael meschini,ALKS RFL MSXN,AE1LAH0KS RAA2FAY0EH1L MEH0SHIY1NIY0
Alex Sandro da Silva,alex sandro da silva,ALKS SNTR T SLF,AE1LAH0KS SAE1NDROW0 DAA1 SIH1LVAH0
Alex Tayo Akande,alex tayo akande,ALKS TY AKNT,AE1LAH0KS TEY1OW0 AH0KAA1NDIY0
Alex Van Halen,alex van halen,ALKS FN HLN,AE1LAH0KS VAE1N HHEY1LEH0N
Alex da Kid,alex da kid,ALKS T KT,AE1LAH0KS DAA1 KIH1D
Alex de Angelis,alex de angelis,ALKS T ANJLS,AE1LAH0KS DIY1 AE1NJHAH0LAH0S
Alex de Renzy,alex de renzy,ALKS T RNS,AE1LAH0KS DIY1 REH1NZIY0
Alexa Ray Joel,alexa ray joel,ALKS R JL,AH0LEH1KSAH0 REY1 JHOW1AH0L
Alexander Alexandrovich Frolov,alexander alexandrovich frolov,ALKSNTR ALKSNTRFX FRLF,AE2LAH0GZAE1NDER0 AE2LAH0GZAE1NDRAH0KIH0N FRAA1LAA0V
Alexander Dale Oen,alexander dale oen,ALKSNTR TL ON,AE2LAH0GZAE1NDER0 DEY1L OW1N
Alexander Fu Sheng,alexander fu sheng,ALKSNTR F XNK,AE2LAH0GZAE1NDER0 FUW1 SHEH1NG
Alexander H. Cohen,alexander h. cohen,ALKSNTR H KHN,AE2LAH0GZAE1NDER0 EY1CH . KOW1AH0N
Alexander I of Macedon,alexander i of macedon,ALKSNTR I OF MSTN,AE2LAH0GZAE1NDER0 AY1 AH1V MAH0SEY1DAH0N
Alexander I of Yugoslavia,alexander i of yugoslavia,ALKSNTR I OF YKSLF,AE2LAH0GZAE1NDER0 AY1 AH1V YUW2GOW0SLAA1VIY0AH0
Alexander King Sample,alexander king sample,ALKSNTR KNK SMPL,AE2LAH0GZAE1NDER0 KIH1NG SAE1MPAH0L
Alexander McCall Smith,alexander mccall smith,ALKSNTR MKKL SM0,AE2LAH0GZAE1NDER0 MAH0KAO1L SMIH1TH
Alexander McCormick Sturm,alexander mccormick sturm,ALKSNTR MKKRMK STRM,AE2LAH0GZAE1NDER0 MAH0KAO1RMIH0K STER1M
Alexander Stepanovich Popov,alexander stepanovich popov,ALKSNTR STPNFX PPF,AE2LAH0GZAE1NDER0 STEH2PAH0NAA1VIH0CH POW1PAH0V
Alexander Sutherland Neill,alexander sutherland neill,ALKSNTR S0RLNT NL,AE2LAH0GZAE1NDER0 SAH1DHER0LAH0ND NIY1L
Alexander Zeisal Bielski,alexander zeisal bielski,ALKSNTR SSL BLSK,AE2LAH0GZAE1NDER0 ZAY1SAH0L BIY1LSKIY0
Alexander of Greece,alexander of greece,ALKSNTR OF KRS,AE2LAH0GZAE1NDER0 AH1V GRIY1S
Alexander von Fürstenberg,alexander von fürstenberg,ALKSNTR FN FRSTNBRK,AE2LAH0GZAE1NDER0 VAO1N FER1STAH0NBER0G
Alexander von Staël-Holstein,alexander von staël-holstein,ALKSNTR FN STLHLSTN,AE2LAH0GZAE1NDER0 VAO1N STEH1LHHOW0LSTIY0N
Alexander von Zemlinsky,alexander von zemlinsky,ALKSNTR FN SMLNSK,AE2LAH0GZAE1NDER0 VAO1N ZEH1MLSKIY0N
Alexandre Ilich Ulianov,alexandre ilich ulianov,ALKSNTR ILX ULNF,AE0LIH0KSAA1NDER0 IH1LIH0K YUW0LIY0AA1NAA0V
Alexandrine of Mecklenburg-Schwerin,alexandrine of mecklenburg-schwerin,ALKSNTRN OF MKLNBRKSXWRN,AE2LAH0GZAE1NDRIY0N AH1V MAH0KLEH1NGKER0BIH2LF
Alexandro Alves do Nascimento,alexandro alves do nascimento,ALKSNTR ALFS T NSSMNT,AA0LEH0KSAA1RDOW0 AA1LVEH0S DUW1 NAE2SIH0MEH1NTOW0
Alexej von Jawlensky,alexej von jawlensky,ALKSJ FN JLNSK,AH0LEH1KSIY0 VAO1N JHAO1LAH0NSKIY0
Alexsandro de Souza,alexsandro de souza,ALKSSNTR T SS,AA0LEH0KSAA1RDOW0 DIY1 SUW1ZAH0
Alfonso de Nigris,alfonso de nigris,ALFNS T NKRS,AE2LFAA1NSOW0 DIY1 NIH1GRIH0S
Alfonso de Portago,alfonso de portago,ALFNS T PRTK,AE2LFAA1NSOW0 DIY1 PAO0RTAA1GOW0
Alford L. McMichael,alford l. mcmichael,ALFRT L MKMXL,AE1LFER0D EH1L . MAH0KMAY1KAH0L
Alfred 23 Harth,alfred 23 harth,ALFRT HR0,AE1LFRAH0D TWEH1NTIY0THRIY0 HHAA1RTH
Alfred Bertram Guthrie,alfred bertram guthrie,ALFRT BRTRM K0R,AE1LFRAH0D BER1TRAH0M GAH1THRIY0
Alfred D. Chandler,alfred d. chandler,ALFRT T XNTLR,AE1LFRAH0D DIY1 . CHAE1NDLER0
Alfred Daniel Williams King,alfred daniel williams king,ALFRT TNL WLMS KNK,AE1LFRAH0D DAE1NYAH0L WIH1LYAH0MZ KIH1NG
Alfred E. Mann,alfred e. mann,ALFRT E MN,AE1LFRAH0D IY1 . MAE1N
Alfred Gwynne Vanderbilt II,alfred gwynne vanderbilt ii,ALFRT KN FNTRBLT ,AE1LFRAH0D GWIH1N VAE1NDER0BIH0LT IY1
Alfred I. du Pont,alfred i. du pont,ALFRT I T PNT,AE1LFRAH0D AY1 . DUW1 PAA1NT
Alfred L. Kroeber,alfred l. kroeber,ALFRT L KRBR,AE1LFRAH0D EH1L . KROW1BER0
Alfred M. Gray,alfred m. gray,ALFRT M KR,AE1LFRAH0D EH1M . GREY1
Alfred Mosher Butts,alfred mosher butts,ALFRT MXR BTS,AE1LFRAH0D MOW1ZHER0 BAH1TS
Alfred North Whitehead,alfred north whitehead,ALFRT NR0 HTHT,AE1LFRAH0D NAO1RTH WAY1THHEH2D
Alfred P. Sloan,alfred p. sloan,ALFRT P SLN,AE1LFRAH0D PIY1 . SLOW1N
Alfred Sao-ke Sze,alfred sao-ke sze,ALFRT SK SS,AE1LFRAH0D SOW1K SHIY1
Alfred Y. Cho,alfred y. cho,ALFRT X,AE1LFRAH0D WAY1 . CHOW1
"Alfred \""Pee Wee\"" Ellis","alfred \""pee wee\"" ellis",ALFRT P W ELS,AE1LFRAH0D PIY1 WIY1 EH1LIH0S
Alfred von Tirpitz,alfred von tirpitz,ALFRT FN TRPTS,AE1LFRAH0D VAO1N TER1PIH0TS
Alfred-Maurice de Zayas,alfred-maurice de zayas,ALFRTMRS T SYS,AE2LFRAH0DMAO1RSAY2F DIY1 ZEY1AA0Z
Alfredo Beltrán Leyva,alfredo beltrán leyva,ALFRT BLTRN LF,AE2LFREY1DOW0 BEH1LTRAH0N LEY1VAH0
Alfried Krupp von Bohlen und Halbach,alfried krupp von bohlen und halbach,ALFRT KRP FN BLN UNT HLBX,AE1LFRIY0D KRAH1P VAO1N BOW1LAH0N AH1ND HHAE1LBAA0K
Alharbi El Jadeyaoui,alharbi el jadeyaoui,ALHRB EL JTY,AA0LHHAA1RBIY0 EH1L JHAH0DIY0AA1YUW0
Ali Abbas Al-Hilfi,ali abbas al-hilfi,AL ABS ALHLF,AA1LIY0 AH0BAA1S AA0LHHIY1LFIY0
Ali Abdullah Saleh,ali abdullah saleh,AL ABTL SL,AA1LIY0 AE2BDAH1LAH0 SAA1LEH0HH
Ali Ahsan Mohammad Mojaheed,ali ahsan mohammad mojaheed,AL ASN MHMT MJHT,AA1LIY0 EY1SAH0N MOW0HHAA1MEH0D MOW1JHIY2AH0D
Ali Akbar Khan,ali akbar khan,AL AKBR KHN,AA1LIY0 AE1KBER0 KAA1N
Ali Akbar Salehi,ali akbar salehi,AL AKBR SLH,AA1LIY0 AE1KBER0 SAH0LIY1HHIY0
Ali Akbar Velayati,ali akbar velayati,AL AKBR FLYT,AA1LIY0 AE1KBER0 VEH0LAY2AA1TIY0
Ali AlʼAmin Mazrui,ali alʼamin mazrui,AL ALMN MSR,AA1LIY0 AE1LAH0MIH0N MAH0ZER1IY0
Ali Bongo Ondimba,ali bongo ondimba,AL BNK ONTMB,AA1LIY0 BAA1NGGOW2 DAH0NDIH1BAH0
Ali Farka Touré,ali farka touré,AL FRK TR,AA1LIY0 FAA1RKAH0 TUH1R
Ali Hassan Mwinyi,ali hassan mwinyi,AL HSN MWNY,AA1LIY0 HHAH0SAA1N MWIH1NIY0
Ali Hassan al-Majid,ali hassan al-majid,AL HSN ALMJT,AA1LIY0 HHAH0SAA1N AE1LMJHEY2D
Ali Ollie Woodson,ali ollie woodson,AL OL WTSN,AA1LIY0 AA1LIY0 WUH1DSAH0N
Ali Shaheed Muhammad,ali shaheed muhammad,AL XHT MHMT,AA1LIY0 SHAH0HHIY1D MUH0HHAA1MAH0D
Ali of Hejaz,ali of hejaz,AL OF HJS,AA1LIY0 AH1V HHIY1JHAH0Z
Alice Hathaway Lee Roosevelt,alice hathaway lee roosevelt,ALS H0W L RSFLT,AE1LAH0S HHAE1THAH0WEY2 LIY1 ROW1ZAH0VEH2LT
Alice Huyler Ramsey,alice huyler ramsey,ALS HLR RMS,AE1LAH0S HHAY1LER0 RAE1MZIY0
Alice Sara Ott,alice sara ott,ALS SR OT,AE1LAH0S SEH1RAH0 AA1T
Alice Stokes Paul,alice stokes paul,ALS STKS PL,AE1LAH0S STOW1KS PAO1L
Alice Tan Ridley,alice tan ridley,ALS TN RTL,AE1LAH0S TAE1N RIH1DLIY0
Alice de Janzé,alice de janzé,ALS T JNS,AE1LAH0S DIY1 JHAE1NZ
Alicia Esteve Head,alicia esteve head,ALX ESTF HT,AH0LIH1SHAH0 EH1STIH0V HHEH1D
Alicia Leigh Willis,alicia leigh willis,ALX L WLS,AH0LIH1SHAH0 LIY1 WIH1LIH0S
Alicia de Larrocha,alicia de larrocha,ALX T LRX,AH0LIH1SHAH0 DIY1 LAA1RAH0HHAH0
Aline Brosh McKenna,aline brosh mckenna,ALN BRX MKN,AH0LAY1N BRAA1SH MAH0KEH1NAH0
Alireza Vahedi Nikbakht,alireza vahedi nikbakht,ALRS FHT NKBKHT,AA0LIY0REH1ZAH0 VAH0HHIY1DIY0 NIH1KBAA2T
Aliya Jasmine Sovani,aliya jasmine sovani,ALY JSMN SFN,AH0LAY1AH0 JHAE1ZMAH0N SOW0VAA1NIY0
Alla Kliouka Schaffer,alla kliouka schaffer,AL KLK SXFR,AA1LAH0 KLIY0OW1KAO0 SHEY1FER0
Allan W. Eckert,allan w. eckert,ALN EKRT,AE1LAH0N DAH1BAH0LYUW0 . EH1KER0T
Allen C. Guelzo,allen c. guelzo,ALN K KLS,AE1LAH0N SIY1 . GEH1LZOW0
Allen Lee Davis,allen lee davis,ALN L TFS,AE1LAH0N LIY1 DEY1VAH0S
Allisyn Ashley Arm,allisyn ashley arm,ALSN AXL ARM,AE1LAY0ZIH0N AE1SHLIY0 AA1RM
Alluri Sitarama Raju,alluri sitarama raju,ALR STRM RJ,AA0LUH1RIY0 SIH2TAA0RAA1MAH0 RAA1YUW0
Alma Mahler Gropius Werfel,alma mahler gropius werfel,ALM MLR KRPS WRFL,AE1LMAH0 MAA1LER0 GROW1PIY0AH0S WER1FAH0L
Alsou Ralifovna Abramova,alsou ralifovna abramova,ALS RLFFN ABRMF,AE1LSUW0 RAE2LIH0FOW1NOW0V AE2BRAH0MOW1VAH0
Alta Rockefeller Prentice,alta rockefeller prentice,ALT RKFLR PRNTS,AA1LTAH0 RAA1KAH0FEH2LER0 PREH1NTIH0S
Alton H. Maddox,alton h. maddox,ALTN H MTKS,AO1LTAH0N EY1CH . MAE1DAH0KS
Alun Wyn Jones,alun wyn jones,ALN N JNS,EY1LAH0N WIH1N JHOW1NZ
Alvah Curtis Roebuck,alvah curtis roebuck,ALF KRTS RBK,AE0LVAA1 KER1TAH0S ROW1BAH2K
Alvin C. York,alvin c. york,ALFN K YRK,AE1LVIH0N SIY1 . YAO1RK
Alvin E. Roth,alvin e. roth,ALFN E R0,AE1LVIH0N IY1 . RAO1TH
Alvin M. Johnston,alvin m. johnston,ALFN M JNSTN,AE1LVIH0N EH1M . JHAA1NSTAH0N
Alyssa Nicole Pallett,alyssa nicole pallett,ALS NKL PLT,AH0LIH1SAH0 NIH0KOW1L PAE1LAH0T
Amado Carrillo Fuentes,amado carrillo fuentes,AMT KRL FNTS,AA0MAA1DOW0 KER0IH1LOW0 FWEH1NTEY2Z
Amadou Toumani Touré,amadou toumani touré,AMT TMN TR,AE1MAH0DUW2 TUW0MAA1NIY0 TUH1R
Amancio Ortega Gaona,amancio ortega gaona,AMNS ORTK KN,AH0MAE1NSIY0OW0 AO0RTEY1GAH0 GAA0OW1NAH0
Amanda and Caitlin Fein,amanda and caitlin fein,AMNT ANT KTLN FN,AH0MAE1NDAH0 AH0ND KEY1TLIH0N FAY1N
Amanda de Cadenet,amanda de cadenet,AMNT T KTNT,AH0MAE1NDAH0 DIY1 KAE2DAH0NIY1T
Amar Singh Chamkila,amar singh chamkila,AMR SN XMKL,AH0MAA1R SIH1NG CHAE1KMIH0LAH0
Amarildo Tavares da Silveira,amarildo tavares da silveira,AMRLT TFRS T SLFR,AE2MER0DIY1LOW0 TAA0VAA1REH0S DAA1 SIY0LVEH1RAH0
Amasa Coleman Lee,amasa coleman lee,AMS KLMN L,AE1MAH0SAH0 KOW1LMAH0N LIY1
Amaziah of Judah,amaziah of judah,AMS OF JT,AH0MAA1ZIY0AH0 AH1V JHUW1DAH0
Amber Down Coffman,amber down coffman,AMBR TN KFMN,AE1MBER0 DAW1N KAO1FMAH0N
Amber Le Bon,amber le bon,AMBR L BN,AE1MBER0 LAH0 BAA1N
Amber Lee Ettinger,amber lee ettinger,AMBR L ETNJR,AE1MBER0 LIY1 EH1TIH0NGER0
Amber Rose Revah,amber rose revah,AMBR RS RF,AE1MBER0 ROW1Z REH1VAH0
Amelia Boynton Robinson,amelia boynton robinson,AML BNTN RBNSN,AH0MIY1LYAH0 BOY1NTAH0N RAA1BAH0NSAH0N
American Bar Association,american bar association,AMRKN BR ASXXN,AH0MEH1RAH0KAH0N BAA1R AH0SOW2SIY0EY1SHAH0N
Aminah bint Wahb,aminah bint wahb,AMN BNT WB,AH0MIY1NAH0 BIH1NT WAA1B
Amir Abdullah Khan Niazi,amir abdullah khan niazi,AMR ABTL KHN NS,AH0MIH1R AE2BDAH1LAH0 KAA1N NIY0AA1ZIY0
Amir Mohammad Khan,amir mohammad khan,AMR MHMT KHN,AH0MIH1R MOW0HHAA1MEH0D KAA1N
Amjad Ali Khan,amjad ali khan,AMJT AL KHN,AE1MAH0D AA1LIY0 KAA1N
Amon of Judah,amon of judah,AMN OF JT,AA0MAO1N AH1V JHUW1DAH0
Amos Alonzo Stagg,amos alonzo stagg,AMS ALNS STK,EY1MAH0S AH0LAA1NZOW0 STAE1G
Amos N. Wilson,amos n. wilson,AMS N WLSN,EY1MAH0S EH1N . WIH1LSAH0N
Amy Berman Jackson,amy berman jackson,AM BRMN JKSN,EY1MIY0 BER1MAH0N JHAE1KSAH0N
Amy Beth Hayes,amy beth hayes,AM B0 HYS,EY1MIY0 BEH1TH HHEY1Z
Amy Elizabeth Thorpe,amy elizabeth thorpe,AM ELSB0 0RP,EY1MIY0 IH0LIH1ZAH0BAH0TH THAO1RP
Amy Jo Johnson,amy jo johnson,AM J JNSN,EY1MIY0 JHOW1 JHAA1NSAH0N
Amy Lynn Baxter,amy lynn baxter,AM LN BKSTR,EY1MIY0 LIH1N BAE1KSTER0
Amy Marcy Cheney Beach,amy marcy cheney beach,AM MRS XN BX,EY1MIY0 MAA1RSIY0 CHEY1NIY0 BIY1CH
Amy Van Dyken,amy van dyken,AM FN TKN,EY1MIY0 VAE1N DAY1KAH0N
Amy Van Nostrand,amy van nostrand,AM FN NSTRNT,EY1MIY0 VAE1N NAA1STRAH0ND
Amy Wilson Carmichael,amy wilson carmichael,AM WLSN KRMXL,EY1MIY0 WIH1LSAH0N KAA1RMAY2KAH0L
Amy Wynn Pastor,amy wynn pastor,AM N PSTR,EY1MIY0 WIH1N PAE1STER0
An Dương Vương,an dương vương,AN TNK FNK,AE1N DUW1OW0NG VUW0AO1NG
Ana Beatriz Barros,ana beatriz barros,AN BTRS BRS,AA1NAH0 BIY1TRIH0Z BAA1ROW0Z
Ana Carolina Reston,ana carolina reston,AN KRLN RSTN,AA1NAH0 KEH2RAH0LAY1NAH0 REH1STAH0N
Ana Lucía Domínguez,ana lucía domínguez,AN LS TMNKS,AA1NAH0 LUW1SHAH0 DAH0MIH1NGIH0Z
Ana Marie Cox,ana marie cox,AN MR KKS,AA1NAH0 MER0IY1 KAA1KS
Ana María Canseco,ana maría canseco,AN MR KNSK,AA1NAH0 MER0IY1AH0 KAE2NSEH1KOW0
Ana María Martínez,ana maría martínez,AN MR MRTNS,AA1NAH0 MER0IY1AH0 MAA0RTIY1NEH0Z
Ana María Matute,ana maría matute,AN MR MTT,AA1NAH0 MER0IY1AH0 MAE1CHUW0T
Ana María Orozco,ana maría orozco,AN MR ORSK,AA1NAH0 MER0IY1AH0 AO0ROW1ZKOW0
Ana María Polo,ana maría polo,AN MR PL,AA1NAH0 MER0IY1AH0 POW1LOW0
Ana Patricia Botin,ana patricia botin,AN PTRX BTN,AA1NAH0 PAH0TRIH1SHAH0 BAA1TIH0N
Ana Patricia González,ana patricia gonzález,AN PTRX KNSLS,AA1NAH0 PAH0TRIH1SHAH0 GAA0NZAA1LAH0Z
Ana Patricia Rojo,ana patricia rojo,AN PTRX RJ,AA1NAH0 PAH0TRIH1SHAH0 ROW1JHOW0
Ana Paula Araújo,ana paula araújo,AN PL ARJ,AA1NAH0 PAO1LAH0 AA0RAW1YOW0
Ana Paula Arósio,ana paula arósio,AN PL ARX,AA1NAH0 PAO1LAH0 ER0IY1SOW0
Ana de Armas,ana de armas,AN T ARMS,AA1NAH0 DIY1 AA1RMAH0Z
Ana de la Reguera,ana de la reguera,AN T L RKR,AA1NAH0 DIY1 LAA1 REY0CHEH1RAH0
Anabel Medina Garrigues,anabel medina garrigues,ANBL MTN KRKS,AE1NAH0BAH0L MAH0DAY1NAH0 GAA0RIY1GEH0S
Anaita Shroff Adajania,anaita shroff adajania,ANT XRF ATJN,AA0NAA1TAH0 SHRAO1F AE2JHAH0DEY1NIY0AH0
Anand Raj Anand,anand raj anand,ANNT RJ ANNT,AE1NAH0ND RAA1ZH AE1NAH0ND
Ananias of Damascus,ananias of damascus,ANNS OF TMSKS,AH0NAE1NIY0AH0Z AH1V DAH0MAE1SKAH0S
Anastasia of Sirmium,anastasia of sirmium,ANSTX OF SRMM,AE0NAH0STEY1ZHAH0 AH1V SER1MIY0AH0M
Anastasio Somoza García,anastasio somoza garcía,ANSTX SMS KRS,AA0NAA0STAA1SIY0OW0 SAH0MOW1ZAH0 GAA2RSIY1AH0
Anatoly Konstantinovich Lyadov,anatoly konstantinovich lyadov,ANTL KNSTNTNFX LYTF,AE2NAH0TOW1LIY0 KAA2NSTAH0NTAH0NAE1SHAH0N LAY1AH0DAA2V
Anders Fogh Rasmussen,anders fogh rasmussen,ANTRS F RSMSN,AE1NDER0Z FAA1G RAE1SMAH0SAH0N
Andre Gunder Frank,andre gunder frank,ANTR KNTR FRNK,AA1NDREY2 GAH1NDER0 FRAE1NGK
Andrea Del Boca,andrea del boca,ANTR TL BK,AE1NDRIY0AH0 DEH1L BOW1KAH0
Andrea Di Stefano,andrea di stefano,ANTR T STFN,AE1NDRIY0AH0 DIY1 STEH1FAH0NOW0
Andrea Fay Friedman,andrea fay friedman,ANTR F FRTMN,AE1NDRIY0AH0 FEY1 FRIY1DMAH0N
Andrea True Connection,andrea true connection,ANTR TR KNKXN,AE1NDRIY0AH0 TRUW1 KAH0NEH1KSHAH0N
Andrea de Cesaris,andrea de cesaris,ANTR T SSRS,AE1NDRIY0AH0 DIY1 SEY0SAA1RIH0S
Andrew C. McCarthy,andrew c. mccarthy,ANTR K MKKR0,AE1NDRUW0 SIY1 . MAH0KAA1RTHIY0
Andrew Daulton Lee,andrew daulton lee,ANTR TLTN L,AE1NDRUW0 DAO1LTAH0N LIY1
Andrew Dice Clay,andrew dice clay,ANTR TS KL,AE1NDRUW0 DAY1S KLEY1
Andrew Kevin Walker,andrew kevin walker,ANTR KFN WLKR,AE1NDRUW0 KEH1VIH0N WAO1KER0
Andrew Loog Oldham,andrew loog oldham,ANTR LK OLTHM,AE1NDRUW0 LUW1G OW1LDAH0M
Andrew N. Liveris,andrew n. liveris,ANTR N LFRS,AE1NDRUW0 EH1N . LIH1VER0IH0S
